transaction_id,client_id,transaction_amount,transaction_date,country
27407,50,1215000,1/7/2024,INDIA
27408,26,649000,5/1/2024,BRAZIL
27409,44,716000,6/3/2023,CHINA
27410,26,857000,7/30/2024,SPAIN
27411,39,1297000,5/28/2024,GERMANY
27412,67,1459000,8/27/2024,GERMANY
27413,75,1658000,3/5/2024,CHINA
27414,9,1613000,11/1/2024,BRAZIL
27415,52,166000,5/26/2024,FRANCE
27416,12,572000,1/1/2024,ISRAEL
27417,71,1727000,9/16/2024,ISRAEL
27418,57,491000,1/9/2025,INDIA
27419,5,366000,11/5/2024,JAPAN
27420,44,335000,5/13/2023,BRAZIL
27421,27,951000,8/23/2023,CHINA
27422,72,1585000,6/30/2023,BRAZIL
27423,25,965000,8/6/2023,JAPAN
27424,61,974000,1/12/2025,GERMANY
27425,39,1372000,11/12/2024,JAPAN
27426,22,1078000,10/4/2024,FRANCE
27427,59,1104000,11/5/2024,CANADA
27428,39,359000,6/23/2023,FRANCE
27429,49,1198000,6/7/2023,BRAZIL
27430,70,558000,8/7/2023,GERMANY
27431,72,1870000,11/29/2023,GERMANY
27432,7,1250000,6/27/2024,CHINA
27433,38,1338000,5/14/2023,GERMANY
27434,28,1669000,3/22/2023,GERMANY
27435,4,1719000,5/22/2024,ISRAEL
27436,9,1232000,7/12/2024,FRANCE
27437,56,134000,9/5/2024,CHINA
27438,67,1041000,4/9/2023,JAPAN
27439,33,1247000,7/8/2023,SPAIN
27440,53,428000,2/11/2024,JAPAN
27441,46,306000,7/4/2023,SPAIN
27442,28,1267000,3/11/2024,BRAZIL
27443,9,802000,3/22/2023,SPAIN
27444,18,603000,2/9/2024,FRANCE
27445,66,455000,11/26/2023,JAPAN
27446,72,1381000,5/13/2024,INDIA
27447,48,1640000,9/22/2024,CHINA
27448,36,398000,7/31/2023,FRANCE
27449,27,426000,8/4/2023,CANADA
27450,65,1900000,9/30/2024,BRAZIL
27451,52,1025000,12/14/2023,CANADA
27452,56,702000,12/19/2024,FRANCE
27453,25,841000,2/27/2024,BRAZIL
27454,5,742000,11/20/2024,CHINA
27455,41,872000,3/19/2024,ISRAEL
27456,62,1677000,11/28/2023,CANADA
27457,22,539000,10/5/2023,SPAIN
27458,57,1356000,8/14/2024,FRANCE
27459,29,579000,6/11/2024,CANADA
27460,20,1563000,2/18/2023,JAPAN
27461,40,307000,7/18/2024,CANADA
27462,51,1264000,3/15/2023,BRAZIL
27463,20,1199000,3/14/2024,SPAIN
27464,20,1965000,7/27/2024,CHINA
27465,47,988000,12/10/2024,GERMANY
27466,23,1773000,8/3/2024,INDIA
27467,6,423000,8/27/2023,INDIA
27468,58,69000,4/19/2024,SPAIN
27469,25,732000,1/10/2025,FRANCE
27470,25,524000,11/15/2023,BRAZIL
27471,63,61000,3/30/2024,ISRAEL
27472,37,1759000,1/24/2024,INDIA
27473,73,1827000,9/21/2024,JAPAN
27474,17,652000,1/7/2025,INDIA
27475,66,1101000,9/17/2023,BRAZIL
27476,35,689000,9/4/2024,SPAIN
27477,53,44000,6/14/2024,CHINA
27478,66,1912000,10/24/2023,JAPAN
27479,73,80000,8/2/2023,INDIA
27480,62,1353000,12/18/2024,CANADA
27481,14,666000,3/19/2024,JAPAN
27482,59,404000,10/11/2023,SPAIN
27483,50,1957000,2/22/2023,CHINA
27484,69,1169000,5/10/2023,JAPAN
27485,70,1579000,5/27/2024,ISRAEL
27486,39,1375000,3/18/2023,CANADA
27487,47,777000,4/2/2024,INDIA
27488,18,1885000,10/17/2023,FRANCE
27489,48,1142000,2/21/2023,JAPAN
27490,37,1296000,12/7/2024,SPAIN
27491,61,1167000,9/16/2024,GERMANY
27492,30,1594000,7/6/2023,INDIA
27493,70,1791000,8/9/2023,CANADA
27494,6,188000,12/28/2024,ISRAEL
27495,56,1078000,3/5/2024,SPAIN
27496,13,1536000,7/24/2023,INDIA
27497,70,1649000,4/3/2024,FRANCE
27498,38,813000,3/9/2023,CHINA
27499,15,280000,3/13/2024,INDIA
27500,57,255000,4/6/2023,SPAIN
27501,52,481000,11/30/2023,SPAIN
27502,51,426000,6/18/2023,INDIA
27503,55,456000,1/10/2025,SPAIN
27504,45,180000,6/10/2024,CANADA
27505,10,1120000,8/19/2024,INDIA
27506,49,1972000,12/19/2024,JAPAN
27507,55,946000,2/24/2023,CANADA
27508,19,83000,8/1/2024,FRANCE
27509,71,248000,7/24/2024,GERMANY
27510,49,1878000,6/30/2024,CHINA
27511,30,558000,11/30/2024,CANADA
27512,64,1309000,10/19/2024,INDIA
27513,24,29000,4/17/2023,ISRAEL
27514,49,403000,10/18/2024,ISRAEL
27515,30,268000,12/16/2023,CANADA
27516,12,1514000,12/8/2023,CANADA
27517,27,1036000,7/18/2024,CHINA
27518,37,1834000,1/8/2025,JAPAN
27519,31,599000,11/29/2024,ISRAEL
27520,73,1518000,10/5/2024,JAPAN
27521,40,525000,10/1/2024,CANADA
27522,24,883000,6/6/2023,SPAIN
27523,28,516000,8/8/2024,CANADA
27524,20,1943000,11/29/2024,GERMANY
27525,53,67000,9/27/2024,ISRAEL
27526,53,818000,9/4/2024,SPAIN
27527,28,707000,6/5/2023,INDIA
27528,25,1148000,11/6/2024,SPAIN
27529,6,153000,12/11/2024,INDIA
27530,61,1330000,9/15/2023,INDIA
27531,20,75000,12/9/2024,ISRAEL
27532,70,158000,4/26/2024,BRAZIL
27533,16,1574000,12/21/2024,JAPAN
27534,4,554000,8/9/2024,GERMANY
27535,7,1585000,5/22/2023,JAPAN
27536,6,185000,6/5/2024,CHINA
27537,55,1033000,8/7/2024,SPAIN
27538,38,170000,7/6/2023,GERMANY
27539,55,1392000,4/28/2023,FRANCE
27540,28,1634000,7/10/2024,CHINA
27541,65,1020000,4/12/2024,GERMANY
27542,28,109000,11/15/2023,SPAIN
27543,48,161000,8/29/2024,CANADA
27544,22,969000,7/13/2023,INDIA
27545,64,739000,5/7/2023,FRANCE
27546,27,328000,3/30/2023,CHINA
27547,8,1459000,5/15/2023,FRANCE
27548,37,1127000,6/23/2023,GERMANY
27549,63,988000,12/11/2024,JAPAN
27550,46,599000,6/27/2024,SPAIN
27551,25,946000,9/26/2023,JAPAN
27552,8,1983000,9/26/2024,CHINA
27553,9,272000,9/25/2024,JAPAN
27554,23,1221000,6/30/2024,CHINA
27555,10,419000,11/14/2023,CANADA
27556,37,736000,5/14/2024,INDIA
27557,37,1855000,3/1/2023,INDIA
27558,48,659000,1/20/2024,ISRAEL
27559,26,821000,4/3/2024,BRAZIL
27560,61,1728000,2/5/2024,BRAZIL
27561,43,1734000,11/6/2024,BRAZIL
27562,29,1119000,12/5/2023,ISRAEL
27563,59,1184000,12/3/2024,SPAIN
27564,17,417000,5/1/2023,CHINA
27565,67,1163000,3/3/2023,JAPAN
27566,60,189000,10/21/2024,BRAZIL
27567,71,1623000,6/22/2024,GERMANY
27568,13,574000,5/3/2024,CHINA
27569,26,1293000,3/29/2023,CHINA
27570,40,848000,4/7/2023,CHINA
27571,34,1944000,2/25/2023,CANADA
27572,68,1165000,4/22/2023,FRANCE
27573,49,1368000,10/2/2023,ISRAEL
27574,61,656000,11/20/2024,SPAIN
27575,72,1146000,9/30/2023,FRANCE
27576,63,1037000,1/4/2025,JAPAN
27577,18,1293000,7/30/2024,JAPAN
27578,45,771000,5/27/2023,CANADA
27579,8,1341000,12/1/2023,BRAZIL
27580,61,1320000,6/4/2023,INDIA
27581,16,397000,1/29/2024,BRAZIL
27582,15,1496000,1/1/2025,INDIA
27583,51,1436000,12/28/2023,INDIA
27584,37,801000,4/12/2024,JAPAN
27585,5,1950000,6/22/2023,INDIA
27586,38,709000,12/5/2023,GERMANY
27587,11,1180000,12/1/2023,BRAZIL
27588,7,1222000,3/3/2023,CHINA
27589,1,1442000,2/2/2024,INDIA
27590,22,1199000,8/4/2023,JAPAN
27591,16,1884000,2/25/2024,CANADA
27592,3,509000,2/14/2024,ISRAEL
27593,35,694000,2/7/2024,ISRAEL
27594,38,1922000,11/23/2023,BRAZIL
27595,56,758000,7/11/2024,BRAZIL
27596,74,1881000,10/4/2023,BRAZIL
27597,14,1087000,8/12/2023,GERMANY
27598,13,1875000,2/15/2024,ISRAEL
27599,35,1723000,11/15/2024,ISRAEL
27600,42,356000,9/1/2024,CHINA
27601,28,1293000,4/21/2024,INDIA
27602,27,1363000,11/19/2023,GERMANY
27603,71,1850000,10/26/2023,SPAIN
27604,2,165000,6/9/2023,BRAZIL
27605,54,1195000,1/11/2024,FRANCE
27606,57,1437000,9/22/2023,FRANCE
27607,36,1928000,9/28/2023,BRAZIL
27608,59,523000,6/29/2023,JAPAN
27609,57,171000,1/2/2025,SPAIN
27610,32,1414000,5/12/2023,GERMANY
27611,74,1080000,6/23/2024,GERMANY
27612,4,782000,9/15/2023,CANADA
27613,26,1229000,11/10/2024,SPAIN
27614,49,1578000,10/22/2023,GERMANY
27615,71,499000,4/1/2023,FRANCE
27616,18,1380000,4/11/2023,CANADA
27617,55,1639000,2/27/2024,SPAIN
27618,3,1204000,10/19/2024,JAPAN
27619,61,1486000,7/22/2023,CANADA
27620,7,680000,4/14/2023,ISRAEL
27621,26,269000,6/17/2024,JAPAN
27622,61,1862000,12/29/2024,FRANCE
27623,26,1658000,2/7/2024,FRANCE
27624,37,1315000,9/28/2024,GERMANY
27625,28,1993000,10/7/2023,JAPAN
27626,32,107000,7/1/2023,FRANCE
27627,30,766000,6/13/2023,BRAZIL
27628,64,1989000,4/14/2024,FRANCE
27629,34,867000,6/20/2024,FRANCE
27630,48,1179000,11/15/2024,INDIA
27631,43,989000,12/24/2023,GERMANY
27632,73,1803000,9/8/2023,SPAIN
27633,14,1897000,3/4/2023,GERMANY
27634,20,1333000,4/1/2023,SPAIN
27635,62,1253000,11/23/2024,GERMANY
27636,35,458000,10/14/2024,INDIA
27637,8,165000,6/16/2023,CANADA
27638,37,1589000,9/1/2024,BRAZIL
27639,68,1117000,6/22/2023,GERMANY
27640,30,1841000,10/4/2024,SPAIN
27641,68,701000,3/8/2023,JAPAN
27642,10,622000,9/23/2024,JAPAN
27643,72,932000,5/30/2024,SPAIN
27644,55,1113000,5/1/2023,JAPAN
27645,17,1324000,9/6/2024,JAPAN
27646,39,1712000,10/28/2023,CANADA
27647,71,1175000,2/28/2024,CHINA
27648,69,519000,4/15/2024,JAPAN
27649,49,1613000,3/27/2023,GERMANY
27650,28,962000,5/1/2024,GERMANY
27651,28,10000,5/6/2024,GERMANY
27652,60,1079000,8/7/2023,FRANCE
27653,43,1552000,10/29/2024,SPAIN
27654,70,1207000,4/6/2024,JAPAN
27655,31,1565000,9/12/2024,CANADA
27656,63,1777000,3/19/2024,CANADA
27657,9,1041000,4/14/2024,CANADA
27658,71,1435000,1/12/2025,JAPAN
27659,11,999000,10/17/2023,INDIA
27660,5,1942000,11/3/2023,SPAIN
27661,69,1606000,10/22/2023,BRAZIL
27662,70,422000,4/12/2023,ISRAEL
27663,28,1773000,7/12/2024,CHINA
27664,10,1938000,10/7/2024,BRAZIL
27665,2,1344000,12/15/2024,INDIA
27666,13,854000,11/30/2023,SPAIN
27667,18,1722000,8/15/2023,SPAIN
27668,18,603000,8/21/2024,CHINA
27669,60,1016000,8/16/2023,FRANCE
27670,38,72000,4/1/2024,FRANCE
27671,67,1622000,9/18/2024,SPAIN
27672,73,1071000,7/28/2024,BRAZIL
27673,11,1074000,4/23/2024,JAPAN
27674,15,1262000,4/13/2023,ISRAEL
27675,70,178000,5/22/2024,CANADA
27676,27,1400000,12/29/2024,CANADA
27677,62,1932000,7/13/2024,SPAIN
27678,29,1688000,2/23/2023,INDIA
27679,34,153000,10/20/2023,INDIA
27680,31,1658000,9/14/2023,JAPAN
27681,34,574000,7/12/2024,SPAIN
27682,67,1438000,2/21/2023,CHINA
27683,1,400000,11/18/2024,JAPAN
27684,67,162000,8/16/2023,GERMANY
27685,56,394000,8/11/2023,JAPAN
27686,40,1059000,8/9/2023,CHINA
27687,16,1733000,2/24/2023,INDIA
27688,70,1800000,8/6/2024,SPAIN
27689,47,1804000,7/10/2023,BRAZIL
27690,60,1202000,12/4/2024,CHINA
27691,69,1938000,6/14/2023,JAPAN
27692,23,1260000,3/5/2024,CANADA
27693,50,1513000,10/18/2023,CANADA
27694,7,1203000,4/10/2024,FRANCE
27695,75,122000,4/9/2023,SPAIN
27696,8,1770000,5/11/2024,BRAZIL
27697,14,1475000,9/10/2023,GERMANY
27698,32,230000,9/4/2024,CANADA
27699,2,280000,4/27/2023,INDIA
27700,47,265000,10/22/2024,ISRAEL
27701,42,594000,8/14/2023,FRANCE
27702,62,357000,5/30/2024,CANADA
27703,34,1926000,12/9/2024,GERMANY
27704,27,406000,4/7/2024,INDIA
27705,20,1850000,3/1/2023,BRAZIL
27706,39,1764000,3/24/2024,CHINA
27707,25,1026000,9/1/2023,CANADA
27708,56,1932000,3/25/2024,INDIA
27709,41,507000,4/27/2024,CANADA
27710,64,1683000,8/3/2024,SPAIN
27711,45,681000,6/3/2023,SPAIN
27712,68,911000,5/13/2023,INDIA
27713,40,458000,9/27/2023,BRAZIL
27714,72,1001000,8/20/2023,CANADA
27715,49,703000,3/5/2023,JAPAN
27716,59,1690000,5/3/2024,CANADA
27717,57,348000,10/10/2024,INDIA
27718,48,1177000,1/14/2024,ISRAEL
27719,51,1892000,12/5/2024,CHINA
27720,20,1415000,4/3/2023,CHINA
27721,4,1482000,9/23/2023,INDIA
27722,49,1648000,8/23/2023,FRANCE
27723,37,1343000,1/9/2024,INDIA
27724,36,70000,5/5/2023,BRAZIL
27725,67,572000,8/11/2024,GERMANY
27726,32,1011000,12/23/2023,CANADA
27727,14,1140000,9/11/2024,CANADA
27728,10,195000,3/14/2023,INDIA
27729,62,1569000,3/26/2023,ISRAEL
27730,6,372000,12/18/2024,FRANCE
27731,65,1409000,5/13/2024,ISRAEL
27732,35,1619000,3/2/2023,INDIA
27733,56,1699000,4/11/2024,BRAZIL
27734,18,508000,8/30/2023,ISRAEL
27735,21,1307000,4/15/2024,JAPAN
27736,1,1526000,6/30/2023,GERMANY
27737,56,503000,3/1/2023,SPAIN
27738,2,113000,9/27/2023,GERMANY
27739,74,20000,4/10/2023,CANADA
27740,34,597000,5/15/2023,INDIA
27741,28,73000,2/16/2024,GERMANY
27742,53,1088000,3/20/2023,BRAZIL
27743,14,727000,9/27/2023,ISRAEL
27744,63,836000,3/3/2023,BRAZIL
27745,45,1667000,3/30/2024,BRAZIL
27746,7,850000,11/22/2023,CHINA
27747,24,1944000,1/22/2024,FRANCE
27748,53,1535000,9/18/2024,INDIA
27749,4,1237000,9/21/2023,SPAIN
27750,31,1322000,10/13/2024,SPAIN
27751,64,1527000,10/31/2024,ISRAEL
27752,5,959000,11/27/2023,INDIA
27753,67,1388000,11/12/2024,INDIA
27754,53,1460000,5/17/2023,CANADA
27755,58,237000,5/12/2023,INDIA
27756,5,197000,6/24/2024,CANADA
27757,31,1886000,4/29/2024,CANADA
27758,23,518000,2/7/2024,INDIA
27759,28,76000,12/1/2024,ISRAEL
27760,50,108000,1/25/2024,CHINA
27761,57,1099000,12/23/2024,GERMANY
27762,74,593000,5/17/2023,GERMANY
27763,64,546000,12/3/2023,ISRAEL
27764,52,954000,4/11/2023,BRAZIL
27765,46,893000,12/21/2024,INDIA
27766,56,287000,3/19/2023,GERMANY
27767,47,229000,8/12/2023,JAPAN
27768,26,463000,12/7/2024,JAPAN
27769,66,631000,5/31/2024,GERMANY
27770,73,388000,9/30/2023,BRAZIL
27771,57,1063000,3/3/2024,ISRAEL
27772,18,770000,6/29/2024,INDIA
27773,18,1495000,5/27/2023,BRAZIL
27774,54,1312000,5/5/2023,SPAIN
27775,69,1234000,3/30/2024,CANADA
27776,3,537000,6/4/2023,CHINA
27777,42,278000,7/1/2023,FRANCE
27778,74,1611000,1/12/2025,INDIA
27779,7,1963000,2/16/2023,BRAZIL
27780,56,1153000,11/9/2023,FRANCE
27781,41,246000,10/30/2024,CANADA
27782,11,582000,9/25/2023,INDIA
27783,17,17000,1/5/2025,JAPAN
27784,49,752000,12/5/2024,FRANCE
27785,9,1442000,12/28/2024,GERMANY
27786,34,415000,10/5/2023,JAPAN
27787,13,1917000,12/8/2023,CHINA
27788,19,1273000,5/6/2023,BRAZIL
27789,10,640000,9/12/2023,SPAIN
27790,3,1419000,11/22/2024,FRANCE
27791,62,1394000,6/10/2023,SPAIN
27792,1,1190000,5/16/2023,GERMANY
27793,45,1281000,8/31/2023,ISRAEL
27794,38,940000,8/10/2024,ISRAEL
27795,56,1918000,4/5/2023,ISRAEL
27796,17,254000,6/22/2024,BRAZIL
27797,14,157000,1/28/2024,JAPAN
27798,52,460000,4/12/2023,CANADA
27799,52,1862000,6/2/2023,FRANCE
27800,27,1616000,7/3/2024,GERMANY
27801,14,794000,1/31/2024,FRANCE
27802,5,1278000,5/10/2024,INDIA
27803,54,764000,2/24/2023,JAPAN
27804,8,948000,3/10/2023,FRANCE
27805,30,661000,7/1/2024,JAPAN
27806,49,1267000,8/7/2024,ISRAEL
27807,1,234000,11/11/2023,CANADA
27808,34,1727000,7/28/2023,CANADA
27809,29,406000,3/14/2024,CHINA
27810,41,1777000,6/19/2024,GERMANY
27811,70,167000,10/4/2024,CANADA
27812,68,1263000,1/16/2024,ISRAEL
27813,47,1327000,11/25/2023,ISRAEL
27814,59,1372000,9/14/2024,CANADA
27815,43,1200000,4/21/2024,JAPAN
27816,40,153000,9/20/2024,INDIA
27817,30,635000,3/5/2023,CHINA
27818,72,704000,5/6/2023,BRAZIL
27819,15,575000,6/27/2024,GERMANY
27820,5,705000,6/15/2024,SPAIN
27821,17,450000,12/4/2023,CHINA
27822,36,259000,12/1/2023,SPAIN
27823,3,390000,5/3/2024,SPAIN
27824,15,433000,9/14/2024,GERMANY
27825,12,1058000,10/12/2023,FRANCE
27826,45,1462000,11/16/2024,GERMANY
27827,24,1970000,7/17/2024,ISRAEL
27828,48,1566000,6/20/2024,JAPAN
27829,73,998000,5/15/2023,CANADA
27830,3,1731000,8/24/2023,CHINA
27831,36,876000,8/11/2023,CHINA
27832,22,681000,9/11/2023,JAPAN
27833,73,145000,7/24/2023,CHINA
27834,32,447000,7/8/2023,SPAIN
27835,57,226000,5/15/2023,ISRAEL
27836,42,1643000,6/15/2023,SPAIN
27837,69,1282000,9/5/2024,CHINA
27838,13,1400000,6/3/2024,FRANCE
27839,35,337000,1/15/2024,SPAIN
27840,22,534000,1/28/2024,CANADA
27841,70,993000,9/24/2024,INDIA
27842,49,1079000,11/11/2023,JAPAN
27843,62,1197000,9/29/2024,INDIA
27844,62,1033000,1/1/2024,SPAIN
27845,50,351000,10/19/2024,CANADA
27846,62,1997000,4/17/2024,INDIA
27847,32,1445000,5/24/2024,ISRAEL
27848,37,1419000,6/4/2024,CANADA
27849,11,648000,12/1/2023,GERMANY
27850,15,1400000,11/5/2023,CANADA
27851,36,370000,7/20/2023,CHINA
27852,30,206000,6/4/2023,INDIA
27853,45,611000,5/30/2024,JAPAN
27854,49,1278000,12/12/2023,JAPAN
27855,68,551000,2/26/2024,ISRAEL
27856,45,1452000,8/19/2023,INDIA
27857,51,1183000,9/23/2024,CANADA
27858,5,1311000,6/15/2023,SPAIN
27859,34,913000,1/13/2024,CHINA
27860,25,523000,6/13/2023,INDIA
27861,33,166000,5/19/2023,CANADA
27862,65,933000,11/7/2024,INDIA
27863,52,439000,9/15/2024,CANADA
27864,71,1548000,3/24/2023,FRANCE
27865,72,1084000,5/14/2024,BRAZIL
27866,75,1574000,7/18/2024,ISRAEL
27867,14,218000,6/11/2023,CHINA
27868,71,1302000,5/29/2024,CANADA
27869,55,1551000,6/8/2023,SPAIN
27870,64,416000,10/18/2024,BRAZIL
27871,72,1125000,7/17/2024,CHINA
27872,55,1150000,3/8/2024,INDIA
27873,49,1640000,6/19/2023,INDIA
27874,28,154000,2/17/2024,GERMANY
27875,39,1260000,7/23/2024,CHINA
27876,60,993000,11/29/2024,JAPAN
27877,58,1991000,9/22/2023,GERMANY
27878,49,361000,9/4/2024,SPAIN
27879,65,991000,5/15/2023,FRANCE
27880,51,934000,8/9/2024,CHINA
27881,7,1433000,11/14/2023,SPAIN
27882,31,311000,6/28/2023,BRAZIL
27883,9,231000,8/14/2023,INDIA
27884,62,639000,6/23/2023,FRANCE
27885,8,1924000,9/20/2023,JAPAN
27886,17,1931000,4/19/2024,CANADA
27887,42,1830000,5/8/2024,BRAZIL
27888,19,600000,5/13/2024,JAPAN
27889,36,1319000,8/25/2023,CHINA
27890,34,646000,9/21/2024,SPAIN
27891,5,681000,3/28/2023,CHINA
27892,54,773000,12/24/2024,ISRAEL
27893,64,1230000,3/6/2023,CHINA
27894,5,18000,6/26/2023,SPAIN
27895,37,952000,8/27/2024,JAPAN
27896,55,1047000,7/10/2024,JAPAN
27897,37,1179000,6/16/2024,SPAIN
27898,67,196000,7/14/2024,SPAIN
27899,37,548000,10/15/2024,ISRAEL
27900,46,1734000,9/2/2023,FRANCE
27901,4,1820000,2/5/2024,BRAZIL
27902,18,1370000,6/19/2023,BRAZIL
27903,31,358000,10/3/2023,JAPAN
27904,46,166000,4/16/2023,CANADA
27905,15,1226000,12/16/2024,GERMANY
27906,48,1389000,1/9/2024,SPAIN
27907,72,213000,9/28/2024,SPAIN
27908,42,37000,4/25/2024,BRAZIL
27909,72,566000,3/18/2023,JAPAN
27910,37,1407000,7/2/2024,GERMANY
27911,1,1487000,8/26/2024,SPAIN
27912,45,1833000,7/6/2024,CANADA
27913,24,61000,2/24/2024,FRANCE
27914,32,1916000,11/25/2024,INDIA
27915,42,1565000,11/22/2024,JAPAN
27916,51,1429000,11/27/2023,CANADA
27917,23,4000,9/14/2023,CHINA
27918,13,1451000,3/8/2023,JAPAN
27919,74,1586000,5/8/2024,INDIA
27920,40,340000,3/11/2024,CANADA
27921,71,652000,3/4/2024,INDIA
27922,38,1452000,1/5/2025,GERMANY
27923,49,1355000,5/26/2024,INDIA
27924,75,731000,10/29/2024,CANADA
27925,66,237000,5/27/2024,ISRAEL
27926,29,426000,8/14/2024,CANADA
27927,69,1455000,1/29/2024,ISRAEL
27928,45,1674000,10/28/2024,CHINA
27929,5,1533000,2/28/2024,JAPAN
27930,7,569000,2/20/2023,JAPAN
27931,60,591000,7/2/2024,ISRAEL
27932,6,90000,10/5/2024,ISRAEL
27933,27,24000,9/22/2023,GERMANY
27934,62,1624000,8/18/2023,BRAZIL
27935,30,197000,6/5/2023,INDIA
27936,56,639000,1/23/2024,INDIA
27937,45,1560000,10/5/2024,GERMANY
27938,63,1710000,6/20/2024,SPAIN
27939,59,424000,7/25/2024,FRANCE
27940,73,1461000,10/24/2023,CANADA
27941,67,878000,9/3/2024,FRANCE
27942,37,1359000,10/22/2023,SPAIN
27943,29,1269000,1/10/2025,CANADA
27944,72,1765000,2/16/2024,JAPAN
27945,38,1429000,11/28/2023,CHINA
27946,54,1752000,3/30/2024,SPAIN
27947,31,1013000,12/25/2024,SPAIN
27948,63,1120000,4/20/2024,BRAZIL
27949,3,452000,2/4/2024,FRANCE
27950,74,541000,2/26/2024,ISRAEL
27951,75,1388000,5/11/2024,FRANCE
27952,23,833000,1/8/2025,INDIA
27953,38,459000,4/16/2023,BRAZIL
27954,16,1616000,8/9/2023,JAPAN
27955,32,1303000,4/19/2023,JAPAN
27956,75,1838000,10/23/2024,INDIA
27957,15,52000,5/15/2023,BRAZIL
27958,38,716000,9/7/2023,ISRAEL
27959,64,891000,7/14/2023,CHINA
27960,75,166000,6/14/2024,ISRAEL
27961,17,882000,8/6/2024,ISRAEL
27962,6,1332000,7/14/2023,INDIA
27963,15,604000,5/28/2023,INDIA
27964,61,1523000,7/13/2024,BRAZIL
27965,3,244000,6/4/2023,SPAIN
27966,42,759000,7/9/2024,CHINA
27967,57,1634000,6/4/2023,SPAIN
27968,54,1304000,9/1/2024,INDIA
27969,26,178000,1/21/2024,JAPAN
27970,12,1006000,7/27/2023,FRANCE
27971,55,1028000,7/16/2024,SPAIN
27972,30,258000,8/1/2023,BRAZIL
27973,5,284000,4/27/2023,INDIA
27974,42,1579000,1/15/2024,INDIA
27975,69,608000,10/13/2023,CANADA
27976,53,42000,6/23/2024,CHINA
27977,23,689000,9/4/2024,CANADA
27978,45,1114000,9/18/2023,GERMANY
27979,19,95000,5/12/2024,FRANCE
27980,31,719000,12/19/2024,BRAZIL
27981,70,228000,12/5/2024,JAPAN
27982,48,1874000,5/4/2023,SPAIN
27983,44,1076000,10/12/2023,ISRAEL
27984,45,1247000,10/1/2023,BRAZIL
27985,7,1607000,9/30/2023,JAPAN
27986,63,979000,3/10/2023,GERMANY
27987,12,12000,6/1/2024,BRAZIL
27988,64,782000,2/24/2024,FRANCE
27989,30,899000,9/13/2024,BRAZIL
27990,61,649000,8/6/2023,INDIA
27991,71,1341000,6/26/2024,CANADA
27992,1,747000,1/14/2024,SPAIN
27993,57,1196000,6/10/2024,INDIA
27994,51,902000,8/5/2024,BRAZIL
27995,66,778000,8/21/2024,SPAIN
27996,39,993000,9/10/2023,ISRAEL
27997,16,656000,3/2/2024,FRANCE
27998,13,10000,4/8/2023,SPAIN
27999,69,189000,12/17/2023,CHINA
28000,61,1410000,2/23/2023,INDIA
28001,56,167000,2/23/2023,JAPAN
28002,34,1341000,2/13/2024,GERMANY
28003,9,1210000,12/12/2023,CHINA
28004,35,1212000,7/29/2023,GERMANY
28005,9,1123000,7/12/2024,JAPAN
28006,55,1441000,12/12/2024,SPAIN
28007,13,929000,12/5/2023,FRANCE
28008,6,871000,2/17/2024,FRANCE
28009,22,368000,11/7/2024,GERMANY
28010,55,323000,6/23/2023,GERMANY
28011,5,842000,10/11/2024,GERMANY
28012,71,83000,1/5/2024,CANADA
28013,54,291000,4/6/2023,CANADA
28014,51,442000,5/9/2023,BRAZIL
28015,71,89000,8/27/2024,INDIA
28016,49,1165000,3/15/2023,FRANCE
28017,54,238000,6/11/2023,CHINA
28018,43,533000,8/30/2024,INDIA
28019,15,1114000,11/19/2023,CANADA
28020,51,282000,11/18/2024,JAPAN
28021,48,761000,8/31/2023,SPAIN
28022,58,640000,10/3/2024,FRANCE
28023,49,1813000,10/11/2023,GERMANY
28024,12,1177000,1/31/2024,BRAZIL
28025,54,537000,9/8/2023,ISRAEL
28026,26,366000,8/18/2023,FRANCE
28027,39,266000,3/2/2023,CHINA
28028,22,691000,11/6/2023,SPAIN
28029,71,155000,7/8/2023,GERMANY
28030,62,703000,9/15/2023,FRANCE
28031,10,1813000,5/12/2024,CHINA
28032,61,221000,2/18/2024,CANADA
28033,15,1144000,12/4/2024,JAPAN
28034,3,954000,7/1/2023,INDIA
28035,12,1449000,7/24/2023,JAPAN
28036,3,963000,12/19/2024,INDIA
28037,64,849000,9/2/2024,BRAZIL
28038,40,1906000,9/16/2023,SPAIN
28039,23,1175000,6/24/2023,GERMANY
28040,24,1036000,10/21/2023,GERMANY
28041,42,1923000,9/17/2024,ISRAEL
28042,48,307000,12/20/2023,BRAZIL
28043,68,215000,2/3/2024,BRAZIL
28044,30,732000,2/23/2023,CHINA
28045,2,1506000,12/12/2024,ISRAEL
28046,35,692000,11/20/2023,BRAZIL
28047,39,652000,11/16/2023,CHINA
28048,25,316000,2/16/2023,SPAIN
28049,19,737000,1/13/2025,SPAIN
28050,28,998000,10/25/2023,ISRAEL
28051,56,1747000,11/5/2024,JAPAN
28052,13,1138000,10/29/2024,CHINA
28053,5,1511000,4/3/2024,FRANCE
28054,68,722000,10/23/2023,BRAZIL
28055,47,242000,6/15/2024,SPAIN
28056,68,527000,10/1/2023,GERMANY
28057,64,1545000,8/13/2023,ISRAEL
28058,5,237000,11/1/2024,INDIA
28059,46,524000,12/30/2023,CANADA
28060,2,1786000,8/9/2023,SPAIN
